device_serial,device_model,usb_speed,host_cpu,host_kernel,bench_version,mode,iter,elapsed_ns,frame_w,frame_h,frame_channels
jfzxugsgnnvsrsg6,22095RA98C,480 Mbps,AMD Ryzen 5 5500,6.17.0-23-generic,phase0-2026-05-20,C_exec_out_raw,40,567512782,1080,2408,3
jfzxugsgnnvsrsg6,22095RA98C,480 Mbps,AMD Ryzen 5 5500,6.17.0-23-generic,phase0-2026-05-20,C_exec_out_raw,41,788558279,1080,2408,3
jfzxugsgnnvsrsg6,22095RA98C,480 Mbps,AMD Ryzen 5 5500,6.17.0-23-generic,phase0-2026-05-20,C_exec_out_raw,42,971383088,1080,2408,3
jfzxugsgnnvsrsg6,22095RA98C,480 Mbps,AMD Ryzen 5 5500,6.17.0-23-generic,phase0-2026-05-20,C_exec_out_raw,43,906385788,1080,2408,3
jfzxugsgnnvsrsg6,22095RA98C,480 Mbps,AMD Ryzen 5 5500,6.17.0-23-generic,phase0-2026-05-20,C_exec_out_raw,44,968229006,1080,2408,3
jfzxugsgnnvsrsg6,22095RA98C,480 Mbps,AMD Ryzen 5 5500,6.17.0-23-generic,phase0-2026-05-20,C_exec_out_raw,45,958722815,1080,2408,3
jfzxugsgnnvsrsg6,22095RA98C,480 Mbps,AMD Ryzen 5 5500,6.17.0-23-generic,phase0-2026-05-20,C_exec_out_raw,46,952400689,1080,2408,3
jfzxugsgnnvsrsg6,22095RA98C,480 Mbps,AMD Ryzen 5 5500,6.17.0-23-generic,phase0-2026-05-20,C_exec_out_raw,47,816567042,1080,2408,3
jfzxugsgnnvsrsg6,22095RA98C,480 Mbps,AMD Ryzen 5 5500,6.17.0-23-generic,phase0-2026-05-20,C_exec_out_raw,48,984519436,1080,2408,3
jfzxugsgnnvsrsg6,22095RA98C,480 Mbps,AMD Ryzen 5 5500,6.17.0-23-generic,phase0-2026-05-20,C_exec_out_raw,49,969908349,1080,2408,3
jfzxugsgnnvsrsg6,22095RA98C,480 Mbps,AMD Ryzen 5 5500,6.17.0-23-generic,phase0-2026-05-20,C_exec_out_raw,50,940204701,1080,2408,3
